Locustag	begin	end	length	Strand	Begin	End	Length (bp)	Info	Description	Note	Supp Note	Operon	COG	StartCodon	SD energy
lmo1840	1917581	1918132	552	-	1917581	1918132	552	ORF	"highly similar to pyrimidine operon regulatory protein; regulates pyrimidine biosynthesis by binding to the mRNA of the pyr genes, also has been shown to have uracil phosphoribosyltransferase activity"	bifunctional pyrimidine regulatory protein PyrR uracil phosphoribosyltransferase	Uracil phosphoribosyltransferase (EC 2.4.2.9) / Pyrimidine operon regulatory protein PyrR	Operon_324	Nucleotide transport and metabolism	ATG	 
lmo1841	1918363	1918593	231	+	1918363	1918593	231	ORF	lmo1841	hypothetical protein - RAST_Product: FIG00774989: hypothetical protein	FIG00774989: hypothetical protein		Not in COGs	ATG	 
lmo1842	1918681	1919505	825	+	1918681	1919505	825	ORF		hypothetical protein - RAST_Product: STAS domain protein	STAS domain protein		Signal transduction mechanisms	ATG	 
lmo1843	1919525	1920436	912	-	1919525	1920436	912	ORF		hypothetical protein - RAST_Product: Ribosomal large subunit pseudouridine synthase D (EC 4.2.1.70)	Ribosomal large subunit pseudouridine synthase D (EC 4.2.1.70)	Operon_325	Translation	ATG	 
lmo1844	1920436	1920900	465	-	1920436	1920900	465	ORF	"highly similar to signal peptidase II; lipoprotein signal peptidase; integral membrane protein that removes signal peptides from prolipoproteins during lipoprotein biosynthesis"	lipoprotein signal peptidase	Lipoprotein signal peptidase (EC 3.4.23.36)	Operon_325	Cell wall/membrane biogenesis	ATG	 
lmo1845	1920982	1922265	1284	-	1920982	1922265	1284	ORF		hypothetical protein - RAST_Product: xanthine/uracil permease family protein	xanthine/uracil permease family protein	Operon_325	General function prediction only	ATG	 
lmo1846	1922439	1923809	1371	+	1922439	1923809	1371	ORF	"Probable multidrug resistance protein norM (Multidrug-efflux transporter); NorM; MdtK; functions as a Na(+)/drug antiporter; inactivation in Vibrio cholerae results in susceptibility to fluoroquinolones"	multidrug efflux protein	Multi antimicrobial extrusion protein (Na(+)/drug antiporter), MATE family of MDR efflux pumps		Defense/virulence mechanisms	TTG	 
lmo1847	1923825	1924757	933	-	1923825	1924757	933	ORF	similar to adhesion binding proteins and lipoproteins with multiple specificity for metal cations (ABC transporter)	hypothetical protein - RAST_Product: Manganese ABC transporter, periplasmic-binding protein SitA	Manganese ABC transporter, periplasmic-binding protein SitA	Operon_326	Cell wall/membrane biogenesis	ATG	 
lmo1848	1924754	1925596	843	-	1924754	1925596	843	ORF	similar metal cations ABC transporter (permease protein)	hypothetical protein - RAST_Product: Manganese ABC transporter, inner membrane permease protein SitD	Manganese ABC transporter, inner membrane permease protein SitD	Operon_326	Inorganic ion transport and metabolism	TTG	 
lmo1849	1925600	1926322	723	-	1925600	1926322	723	ORF	similar to metal cations ABC transporter, ATP-binding proteins	hypothetical protein - RAST_Product: Manganese ABC transporter, ATP-binding protein SitB	Manganese ABC transporter, ATP-binding protein SitB	Operon_326	Inorganic ion transport and metabolism	ATG	 
lmo1850	1926482	1926898	417	-	1926482	1926898	417	ORF	similar to transcriptional regulator (MarR family)	hypothetical protein - RAST_Product: Transcriptional regulator, MarR family	Transcriptional regulator, MarR family	Operon_327	Transcription	ATG	 
lmo1851	1926935	1928425	1491	-	1926935	1928425	1491	ORF	similar to carboxy-terminal processing proteinase	hypothetical protein - RAST_Product: Carboxyl-terminal protease (EC 3.4.21.102)	Carboxyl-terminal protease (EC 3.4.21.102)	Operon_327	Cell wall/membrane biogenesis	ATG	 
lmo1852	1928579	1928785	207	-	1928579	1928785	207	ORF	similar to putative mercuric ion binding proteins	hypothetical protein - RAST_Product: Copper chaperone	Copper chaperone	Operon_328	Inorganic ion transport and metabolism	ATG	 
lmo1853	1928798	1931011	2214	-	1928798	1931011	2214	ORF	similar to heavy metal-transporting ATPases	"hypothetical protein - RAST_Product: Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)"	"Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)"	Operon_328	Inorganic ion transport and metabolism	ATG	 
lmo1854	1931026	1931319	294	-	1931026	1931319	294	ORF		hypothetical protein - RAST_Product: FIG00774268: hypothetical protein	FIG00774268: hypothetical protein	Operon_328	Function unknown	ATG	 
lmo1855	1931442	1932266	825	-	1931442	1932266	825	ORF	similar to similar to D-alanyl-D-alanine carboxypeptidases	hypothetical protein - RAST_Product: D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)	D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)	Operon_329	Cell wall/membrane biogenesis	ATG	 
lmo1856	1932324	1933025	702	-	1932324	1933025	702	ORF	catalyzes the reversible phosphorolysis of ribonucleosides and 2'- deoxyribonucleosides to the free base and (2'-deoxy)ribose-1- phosphate	purine nucleoside phosphorylase	Purine nucleoside phosphorylase (EC 2.4.2.1)	Operon_329	Nucleotide transport and metabolism	ATG	 
lmo1857	1933037	1933270	234	-	1933037	1933270	234	ORF	similar to hypoyhetical protein	hypothetical protein - RAST_Product: FIG00774446: hypothetical protein	FIG00774446: hypothetical protein	Operon_329	Function unknown	TTG	 
lmo1858	1933333	1934238	906	-	1933333	1934238	906	ORF	similar to dehydogenases and hypothetical proteins	hypothetical protein - RAST_Product: oxidoreductase, Gfo/Idh/MocA family	oxidoreductase, Gfo/Idh/MocA family	Operon_330	General function prediction only	ATG	 
lmo1859	1934321	1934758	438	-	1934321	1934758	438	ORF	"similar to transcriptional regulator (PilB family); this stereospecific enzymes reduces the R isomer of methionine sulfoxide while MsrA reduces the S form; provides protection against oxidative stress"	methionine sulfoxide reductase B	Peptide methionine sulfoxide reductase MsrB (EC 1.8.4.12)	Operon_330	Posttranslational modification, protein turnover, chaperones	ATG	 
lmo1860	1934765	1935298	534	-	1934765	1935298	534	ORF	"similar to peptidyl methionine sulfoxide reductases; this stereospecific enzymes reduces the S isomer of methionine sulfoxide while MsrB reduces the R form; provides protection against oxidative stress"	methionine sulfoxide reductase A	Peptide methionine sulfoxide reductase MsrA (EC 1.8.4.11)	Operon_330	Posttranslational modification, protein turnover, chaperones	ATG	 
lmo1861	1935334	1935948	615	-	1935334	1935948	615	ORF		hypothetical protein - RAST_Product: YfaA	YfaA	Operon_330	Function unknown	GTG	 
lmo1862	1935964	1936749	786	-	1935964	1936749	786	ORF		hypothetical protein - RAST_Product: FIG006988: Lipase/Acylhydrolase with GDSL-like motif	FIG006988: Lipase/Acylhydrolase with GDSL-like motif	Operon_330	Amino acid transport and metabolism	ATG	 
lmo1863	1936764	1937603	840	-	1936764	1937603	840	ORF		hypothetical protein - RAST_Product: Hypothetical protein DUF194, DegV family	Hypothetical protein DUF194, DegV family	Operon_330	Function unknown	ATG	 
lmo1864	1937783	1938415	633	+	1937783	1938415	633	ORF	similar to hemolysinIII proteins, putative integral membrane protein	hypothetical protein - RAST_Product: COG1272: Predicted membrane protein hemolysin III homolog	COG1272: Predicted membrane protein hemolysin III homolog		General function prediction only	ATG	 
lmo1865	1938538	1939155	618	+	1938538	1939155	618	ORF		hypothetical protein - RAST_Product: CBS domain protein, lmo1865 homolog	CBS domain protein, lmo1865 homolog	Operon_331	General function prediction only	GTG	 
lmo1866	1939168	1939980	813	+	1939168	1939980	813	ORF		hypothetical protein - RAST_Product: ATP/GTP-binding protein, SA1392 homolog	ATP/GTP-binding protein, SA1392 homolog	Operon_331	Function unknown	ATG	 
lmo1867	1939999	1942638	2640	+	1939999	1942638	2640	ORF	"similar to pyruvate phosphate dikinase; catalyzes the formation of phosphoenolpyruvate from pyruvate"	pyruvate phosphate dikinase	Pyruvate,phosphate dikinase (EC 2.7.9.1)	Operon_331	Carbohydrate transport and metabolism	GTG	 
lmo1868	1942687	1943064	378	-	1942687	1943064	378	ORF		hypothetical protein - RAST_Product: Lactoylglutathione lyase	Lactoylglutathione lyase	Operon_332	Amino acid transport and metabolism	ATG	 
lmo1869	1943068	1944051	984	-	1943068	1944051	984	ORF	similar to conserved hypothetical proteins, putative integral membrane protein	hypothetical protein - RAST_Product: FIG00774701: hypothetical protein	FIG00774701: hypothetical protein	Operon_332	Function unknown	ATG	 
lmo1870	1944145	1944768	624	-	1944145	1944768	624	ORF	similar to alkaline phosphatase	hypothetical protein - RAST_Product: FIG00774911: hypothetical protein	FIG00774911: hypothetical protein		Function unknown	TTG	 
lmo1871	1944908	1946419	1512	-	1944908	1946419	1512	ORF	similar to phosphoglucomutases	hypothetical protein - RAST_Product: Phosphoglucosamine mutase (EC 5.4.2.10)	Phosphoglucosamine mutase (EC 5.4.2.10)		Carbohydrate transport and metabolism	ATG	 
lmo1872	1946488	1947363	876	-	1946488	1947363	876	ORF	similar to methyltransferases	hypothetical protein - RAST_Product: Ribosomal RNA large subunit methyltransferase A (EC 2.1.1.51)	Ribosomal RNA large subunit methyltransferase A (EC 2.1.1.51)		"Secondary metabolites biosynthesis, transport and catabolism; General function prediction only;"	TTG	 
lmo1873	1947416	1947898	483	-	1947416	1947898	483	ORF	similar to dihydrofolate reductases	hypothetical protein - RAST_Product: Dihydrofolate reductase (EC 1.5.1.3)	Dihydrofolate reductase (EC 1.5.1.3)	Operon_333	Coenzyme transport and metabolism	ATG	 
lmo1874	1947914	1948858	945	-	1947914	1948858	945	ORF	"similar to thymidylate synthase; ThyA; catalyzes formation of dTMP and 7,8-dihydrofolate from 5,10-methylenetetrahydrofolate and dUMP; involved in deoxyribonucleotide biosynthesis; there are 2 copies in some Bacilli, one of which appears to be phage-derived"	thymidylate synthase	Thymidylate synthase (EC 2.1.1.45)	Operon_333	Nucleotide transport and metabolism	ATG	 
lmo1875	1948871	1950763	1893	-	1948871	1950763	1893	ORF	similar to putative ABC transporters (ATP-binding protein)	hypothetical protein - RAST_Product: COG0488: ATPase components of ABC transporters with duplicated ATPase domains	COG0488: ATPase components of ABC transporters with duplicated ATPase domains	Operon_333	General function prediction only	ATG	 
lmo1877	1951284	1952564	1281	-	1951284	1952564	1281	ORF	similar to formyl-tetrahydrofolate synthetase N-terminal part	hypothetical protein - RAST_Product: Formate--tetrahydrofolate ligase (EC 6.3.4.3)	Formate--tetrahydrofolate ligase (EC 6.3.4.3)	Operon_334	Nucleotide transport and metabolism	ATG	 
lmo1878	1952721	1953149	429	-	1952721	1953149	429	ORF	"similar o transcriptional regulators; involved in manganese homeostasis; activates the transcription of the mntABCD operon"	manganese transport transcriptional regulator	Mn-dependent transcriptional regulator MntR	Operon_334	Transcription	ATG	 
lmo1879	1953513	1953713	201	+	1953513	1953713	201	ORF	similar to cold shock protein	hypothetical protein - RAST_Product: Cold shock protein CspB	Cold shock protein CspB		Transcription	ATG	 
lmo1880	1953836	1954237	402	+	1953836	1954237	402	ORF	similar to similar to RNase HI	hypothetical protein - RAST_Product: RNase H	RNase H		Replication, recombination and repair	ATG	 
lmo1881	1954255	1955127	873	-	1954255	1955127	873	ORF	similar to 5'-3' exonuclease	hypothetical protein - RAST_Product: DNA polymerase I (EC 2.7.7.7)	DNA polymerase I (EC 2.7.7.7)		Replication, recombination and repair	ATG	 
lmo1882	1955205	1955474	270	-	1955205	1955474	270	ORF	"similar to ribosomal protein S14; located in the peptidyl transferase center and involved in assembly of 30S ribosome subunit; similar to what is observed with proteins L31 and L33, some proteins in this family contain CXXC motifs that are involved in zinc binding; if two copies are present in a genome, then the duplicated copy appears to have lost the zinc-binding motif and is instead regulated by zinc; the proteins in this group do not appear to have the zinc-binding motif"	30S ribosomal protein S14	SSU ribosomal protein S14p (S29e)		Translation	ATG	 
lmo1883	1955598	1956656	1059	-	1955598	1956656	1059	ORF	similar to chitinases	hypothetical protein - RAST_Product: Chitinase (EC 3.2.1.14)	Chitinase (EC 3.2.1.14)		Carbohydrate transport and metabolism	ATG	 
lmo1884	1956848	1958155	1308	-	1956848	1958155	1308	ORF	similar to xanthine permeases	hypothetical protein - RAST_Product: Xanthine permease	Xanthine permease	Operon_335	Nucleotide transport and metabolism	ATG	 
lmo1885	1958162	1958740	579	-	1958162	1958740	579	ORF	"similar to xanthine phosphoribosyltransferase; Catalyzes the transfer of the phosphoribosyl moiety from 5-phospho--D-ribosyl-1-pyrophosphate (PRib-PP) to the 6-oxo-guanine and -xanthine"	xanthine phosphoribosyltransferase	Xanthine phosphoribosyltransferase (EC 2.4.2.22)	Operon_335	Nucleotide transport and metabolism	TTG	 
lmo1886	1958968	1960476	1509	-	1958968	1960476	1509	ORF	similar to probable thermostable carboxypeptidases	hypothetical protein - RAST_Product: Thermostable carboxypeptidase 1 (EC 3.4.17.19)	Thermostable carboxypeptidase 1 (EC 3.4.17.19)	Operon_336	Amino acid transport and metabolism	TTG	 
lmo1887	1960496	1961644	1149	-	1960496	1961644	1149	ORF		hypothetical protein - RAST_Product: FIG001721: Predicted N6-adenine-specific DNA methylase	FIG001721: Predicted N6-adenine-specific DNA methylase	Operon_336	Replication, recombination and repair	ATG	 
lmo1888	1962225	1962566	342	-	1962225	1962566	342	ORF		hypothetical protein - RAST_Product: Cell division protein GpsB, coordinates the switch between cylindrical and septal cell wall synthesis by re-localization of PBP1	Cell division protein GpsB, coordinates the switch between cylindrical and septal cell wall synthesis by re-localization of PBP1		Cell cycle control, mitosis and meiosis	ATG	 
lmo1889	1962698	1963243	546	-	1962698	1963243	546	ORF		hypothetical protein - RAST_Product: FIG005686: hypothetical protein	FIG005686: hypothetical protein	Operon_337	Function unknown	GTG	 
lmo1890	1963240	1963605	366	-	1963240	1963605	366	ORF		hypothetical protein - RAST_Product: hyothetical protein	hyothetical protein	Operon_337	Not in COGs	ATG	 
lmo1891	1963852	1964457	606	+	1963852	1964457	606	ORF	"similar to DNA repair and homologous recombination protein; functions in homologous recombination, DNA repair, and chromosome segregation; binds preferentially to three- and four-stranded DNA intermediates; introduces specific nick sites in four-stranded DNA substrates; functions similarly to Escherichia coli RuvC"	Holliday junction-specific endonuclease	Recombination protein RecU	Operon_338	General function prediction only	ATG	 
lmo1892	1964489	1966972	2484	+	1964489	1966972	2484	ORF	similar to penicillin-binding protein 2A	hypothetical protein - RAST_Product: Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-) / Penicillin-binding protein 1A/1B (PBP1)	Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-) / Penicillin-binding protein 1A/1B (PBP1)	Operon_338	Cell wall/membrane biogenesis	ATG	 
lmo1893	1967015	1967506	492	-	1967015	1967506	492	ORF	lmo1893	hypothetical protein - RAST_Product: Hypothetical protein in cluster with penicillin-binding protein PBP1, Listerial type	Hypothetical protein in cluster with penicillin-binding protein PBP1, Listerial type	Operon_339	Not in COGs	ATG	 
lmo1894	1967499	1968158	660	-	1967499	1968158	660	ORF		endonuclease III (DNA repair)	Endonuclease III (EC 4.2.99.18)	Operon_339	Replication, recombination and repair	TTG	 
lmo1895	1968169	1968888	720	-	1968169	1968888	720	ORF	similar to chromosome replication initiation protein	hypothetical protein - RAST_Product: Chromosome replication initiation protein dnaD	Chromosome replication initiation protein dnaD	Operon_339	Replication, recombination and repair	ATG	 
lmo1896	1969037	1970329	1293	-	1969037	1970329	1293	ORF	"similar to asparaginyl-tRNA synthetases; catalyzes a two-step reaction, first charging an asparagine molecule by linking its carboxyl group to the alpha-phosphate of ATP, followed by transfer of the aminoacyl-adenylate to its tRNA"	asparaginyl-tRNA synthetase	Asparaginyl-tRNA synthetase (EC 6.1.1.22)	Operon_340	Translation	GTG	 
lmo1897	1970343	1971524	1182	-	1970343	1971524	1182	ORF	"similar to aspartate aminotransferases; catalyzes the formation of oxalozcetate and L-glutamate from L-aspartate and 2-oxoglutarate"	aspartate aminotransferase	Aspartate aminotransferase (EC 2.6.1.1)	Operon_340	Amino acid transport and metabolism	ATG	 
